y,iqs_leg_scaled_left,iqs_leg_scaled_right,iqs_rev_scaled_left,iqs_rev_scaled_right,score_left,score_right
0.8050975015555556,1.9654360242616797,2.0345639757383203,3.0,3.0,0.9927291553917885,1.0072708446082115
0.8137241014141414,1.951019171178729,2.048980828821271,3.0,3.0,0.9980861283802924,1.0019138716197076
0.8223507012727274,1.9244782177377913,2.075521782262209,3.0,3.0,0.999718275967281,1.0002817240327189
0.8309773011313132,1.878477790500438,2.121522209499562,3.0,3.0,0.9999777201150346,1.0000222798849654
0.839603900989899,1.798451066737241,2.201548933262759,3.0,3.0,0.9999990752359404,1.0000009247640596
0.848230500848485,1.6819141826451667,2.3180858173548335,3.0,3.0,0.9999999801460622,1.0000000198539378
0.8568571007070708,1.6,2.4,3.0,3.0,0.9999999997816634,1.0000000002183365
0.8654837005656566,1.6555322683936962,2.344467731606304,3.0,3.0,0.9999999999987786,1.0000000000012212
0.8741103004242424,1.8141920235970281,2.185807976402972,3.0,3.0,0.9999999999999966,1.0000000000000036
0.8827369002828284,1.936522325464423,2.063477674535577,3.0,3.0,1.0,1.0
0.8913635001414142,1.9857250350783004,2.0142749649216993,3.0,3.0,1.0,1.0
0.8999901,1.9981365056042761,2.0018634943957236,3.0,3.0,1.0,1.0
